identificacion_expediente,fecha_ingreso,area_emisora,genero_solicitante,referencia_expediente,area_responsable_respuesta,sintesis_respuesta,nombre_cargo_firmante_respuesta,fecha_respuesta
EX-2017-22395686-APN-INADI#MJ,2017-09-28,MESA DE ENTRADAS INADI,Femenino,SOLICITA INFORMACION RELACIONADA CON LA CANTIDAD DE DENUNCIAS FORMALES RECIBIDAS EN INADI DESDE EL 2013 Y LAS RECIBIDAS EN EL OBSERVATORIO DE DISCRIMINACION EN INTERNET DESDE 2013 HASTA LA ACTUALIDAD,INADI,"SE RESPONDE MEDIANTE NOTA 231/17 SE ADJUNTA IF-2017-23751219-APN-DAVIC#INADI, NO-2017-24145328-APN-DPCDI#INADI E IF-2017-25101424-APN-DPCDI#INADI",ANDREA GISELA AVRUJ- DIRECTORA SUNTOS JURIDICOS INADI- ,2017-10-24
EX-2017-22447101-APN-DMENYD#MI,2017-09-28,"TAD - DIRECCION DEMESA DE ENTRADAS, NOTIFICACIONES Y DESPACHO DEL MINISTERIO DEL INTERIOR",Femenino,SOLICITA INFORMACION RELACIONADA CON JUICIOS CONTRA EL ESTADO,PROCURACION DEL TESORO DE LA NACION,"MEDIANTE NO-2017-24860997-APN-DNA#PTN SE REMITE LA INFORMACION RELACIONADA CON PTN, FIRMADA POR DIR NAC DE AUDITORIA DE PTN, DR. LEANDRO CHILLER. MEDIANTE NO-2017-25363214-APN-SECLYA#MHA SE REMITE IF-2017-23779540-APN-ONP#MHA FIRMADA POR LA DRA GUILLERMIN","DR. LEANDRO CHILLER. DIR NAC DE AUDITORIA DE PTN -  DRA GUILLERMINA SALEMI, DIR SEC LEGAL Y ADM MRIO DE HACIENDA",2017-10-20
EX-2017-22461514-APN-DDMIP#MJ,2017-09-28,Mesa General de Entradas,Masculino,SOLICITA INFORMACION RELACIONADA CON LA DIRECCION NACIONAL DE LOS REGISTROS  NACIONALES DE LA PROPIEDAD DEL AUTOMOTOR Y DE CREDITOS PRENDARIOS - DNRPA-,DNRPA,"MEDIANTE NO-2017-27430246-APN-DDMIP#MJ Tengo el agrado de dirigirme a ustedes, en mi carácter de Enlace Suplente y Responsable de Acceso a la Información Pública, por indicación del titular de esta Cartera de Estado, a fin de dar respuesta a vuestra prese",SILVIA PARENTI - ENLACE SUPLENTE DE ACCESO A LA INFORMACION-,2017-11-08
EXP-S04:0032723/2013,2013-07-14,Mesa General de Entradas,Masculino,Solicitud relacionada con la cantidad de Condenados por Homicidio doloso y Condenados por tráfico de Órganos entre otros temas,Subsecretaría de Política Criminal,Mediante Nota D.D-S04:2872/2013,,2013-07-14
EXP-S04:0036955/2013,2013-08-09,Mesa General de Entradas,Masculino,Solicitud relacionada con el cumplimiento e la Ley 26.695,Subsecretaría de Gestión Penitenciaria,Mediante Nota -S04:64485/2013,,2013-08-29
EXP-S04:0039198/2013,2013-08-23,Mesa General de Entradas,Masculino,Solicitud relacionada  con el Registro Catastral y Dominial y de Personas Jurídicas que determina la Propiedad y Posesión de Tierras Rurales,Subsecretaría de Coordinación y Control de Gestión Registral,Mediante Nota RNTR N°235/13,,2013-09-14
EXP-S04:0042208/2013,2013-08-25,Otra Mesa de Entradas del Organismo,Femenino,"Solicitud relacionada con la Unidad de Información Financiera s/solicitud de informe de las personas Lázaro Báez, Martin Báez, Leonardo Báez entre otros",Unidad de Información Financiera,Mediante Nota UIF N° 965/13.=,,2013-09-07
EXP-S04:0006134/2014,2014-02-06,Oficina Anticorrupción,Femenino,SOLICITUD DE ACCESO A LA INFORMACIÓN PUBLICA (DECRETO 1172/03) FORMULADA POR ROMINA COLMAN - ,Oficina Anticorrupción,,,
EXP-S04:0006686/2014,2014-02-12,Mesa General de Entradas,Masculino,"Solicitud de publicidad oficial que tuvo esta Cartera de Estado, ejecución  para publicidad oficial del mismo año; distribución de la pauta oficial durante el 2013, presupuesto asignado a infojus durante el 2013 y 2014.=",Subsecretaría de Coordinación ,"Mediante Nota D.D-S04:416/2014                           Tengo el agrado de dirigirme a Usted, en el marco del expediente de referencia, por medio del cual se tramita un pedido de acceso a la información pública en virtud de Decreto Nº 1172/03, relacionad",LUIS CARLOS MOSQUERA - ENLACE TITULAR RESPONSABLE DE ACCESO A LA INFORMACION,2014-02-26
EXP-S04:0007214/2014,2014-02-13,Dirección de despacho - Mesas de Entradas e Información al Público,Masculino,"DECRETO N°1172/03,  SOBRE LA UIF, SI ORDENO ALGUNA  INVESTIGACION PRELIMINAR Y/O DENUNCIA PENAL EN RELACION A LAS POSIBLES OPERACIONES DE LAVADO DE DINERO VIONCULADAS A LA ORGANIZAC.CRIMINAL LIDERADA POR EL CIUDADANO ARGENTINO LUIS MEDINA - EN EL MARCO EL DECRETO N°1172/03 DE ACCESO ALA INFORMACIÓN PUBLICA, SOLICITA:SI LA UIF ORDENO ALGUNA  INVESTIGACION PRELIMINAR Y/O DENUNCIA PENAL EN RELACION A LAS POSIBLES OPERACIONES DE LAVADO DE DINERO VIONCULADAS A LA ORGANIZAC.CRIMINAL LIDERADA POR EL CIUDADANO ARGENTINO LUIS MEDINA.=",presiuif@minjus,Con Nota UIF N°109/14 se dio  respuesta a la solicitud efectuada en el marco del Decreto N°1172/03,JOSE SBATELLA -Pte. UIF-,
EXP-S04:0008718/2014,2014-02-24,Dirección de despacho - Mesas de Entradas e Información al Público,Masculino," INTERPONE QUEJA, QUE SE ENCUENTRA ESTIPULADO EN LOS ART.71 Y SS.DEL DTO.1579/72,  ATENTO EL SILENCIO MANIFESTADO  FRENTE AL PEDIDO DE ACCESO A LA INF.PUB.-DTO.N°11172/03, RELACIONADA CON EL EXP-S04:44224/2013.=",Dirección General de Asuntos Jurídicos, incumplimiento,,
ACTU-S04:0016765/2014,2014-02-25,dtecadn@minjus,Masculino,DECRETO 1172/03   PROYECTO DE PROPUESTA    MUSEOGRAFICA   EN EL EDIFICIO  DEL EX CASINO    DE OFICIALES   DE LA  EX ESCUELA   DE MECANICA  DE LA ARMADA ESMA  Y EL CONVENIO   SUSCRIPTO   EL 22/01/2014  ENTRE EL ESTADO NACIONAL   Y LA CIUDAD  A. S/ CESION - DECRETO 1172/03   PROYECTO DE PROPUESTA    MUSEOGRAFICA   EN EL EDIFICIO  DEL EX CASINO    DE OFICIALES   DE LA  EX ESCUELA   DE MECANICA  DE LA ARMADA ESMA  Y EL CONVENIO   SUSCRIPTO   EL 22/01/2014  ENTRE EL ESTADO NACIONAL   Y LA CIUDAD  A. S/ CESION   EN USUFRUCTO DE LOS SITIOS  DE MEMORIA  HISTORICA,usecdesp@minjus,,,
EXP-S04:0009150/2014,2014-02-26,Servicio Penitenciario Federal,Femenino,REMITE NOTA REF: SOLICITUD DE ACCESO A LA INFORMACIÓN PUBLICA DECRETO 1172/03 - REMITE NOTA REF: SOLICITUD DE ACCESO A LA INFORMACIÓN PUBLICA DECRETO 1172/03,Servicio Penitenciario Federal,,,
EXP-S04:0009382/2014,2014-03-01,Mesa General de Entradas,Femenino,Solicitud relacionada con las competencias y responsabilidades primarias de la Oficina Anticorrupción.=,Oficina Anticorrupción,Mediante Nota OA/DI N°411/14 ,Dr. Julio VITOBELLO -Fiscal Control Administrativo OA-,2014-03-17
EXP-S04:0000134/2015,2015-01-07,Mesa General de Entradas,Masculino,"Solicitud relacionada con la copia de los exptes.:170.064/09, 178.930/09, 162.309/07; 162.651/07; 60794/11 y 163.667/08.=",Oficina Anticorrupción,Mediante Nota DPPT N° 1046/15,,2017-07-05
EXP-S04:0000994/2015,2015-01-10,Mesa General de Entradas,Femenino,Solicitud relacionada con la Declaraciones Patrimoniales de los periodos 2012/3,Oficina Anticorrupción,Mediante Nota OA/DPPT N° 68/15 ,,2015-01-23
EXP-S04:0002303/2015,2015-01-14,Servicio Penitenciario Federal,Masculino,REMITE NOTA A FIN DE SOLICITAR LA SITUACION DE REVISTA DECRETO 1172/03 - REMITE NOTA A FIN DE SOLICITAR LA SITUACION DE REVISTA DECRETO 1172/03,smesyaServicio Penitenciario Federal,,,
EXP-S04:0002390/2015,2015-01-14,Dirección de despacho - Mesas de Entradas e Información al Público,Masculino,"DECRETO N°1172/03, RELACIONADO CON EL REGISTRO NACIONAL DE ARMAS - EN EL MARCO EL DECRETO N°1172/03 DE ACCESO A LA INFORMACIÓN PUBLICA, SOLICITA:A) SE REMITA COPIA DE LA NORMA MEDINATE LA CUAL SE DESIGNA A CARGO DEL ENTE COOPERADOR CREADO PORLA LEY 23.979(ASOCICACION INDUSTRIALES Y COMERCIANTES DE ARTICULOS DE CAZA Y PESCA), E INDIQUE SI DICHA NORMA SE ENCUENTRA VIGENTE, B) INFORME COMO ESTA COMPUESTO EL DICHO ENTE, CUALES SON SUS ORGANOS Y QUE PERSONAS FISCALES LOS INTEGRAN, C) INQIQUE LA TOTALIDAD DE PRESTACIONES QUE OTORGA EN MENCIONADO ENTE, EN FAVOR DEL RENAR Y DESCIBA LAS PRESTACIONES, REMITIR UN LISTADO CON LA TOTALIDAD DE LAS CONTRATACIONES DE OBRAS, SERVICIOS Y PERSONAL REALIZADAS POR DICHO ENTE DESDE LA FECHA DE SU PUESTA EN FUNCIONAMIENTO HASTA LA ACTUALIDAD, ENTRE OTROS TEMAS.=",sasureg@minjus,,,
EXP-S04:0004147/2015,2015-01-21,Oficina Anticorrupción,Masculino, DECRETO 1172/03 - SOLICITUD DE ACCESO A INFORMACIÓN PUBLICA FORMULADA POR MAXIMO GOMEZ VILLAFAÑE ( N° 0060794/11),Oficina Anticorrupción,,,
EXP-S04:0004144/2015,2015-01-21,Oficina Anticorrupción,Masculino,DECRETO 1172/03 - SOLICITUD DE ACCESO A INFORMACIÓN PUBLICA FORMULADA POR MAXIMO GOMEZ VILLAFAÑE ( N° 162.309/07),Oficina Anticorrupción,,,
EXP-S04:0004141/2015,2015-01-21,Oficina Anticorrupción,Masculino, DECRETO 1172/03 - SOLICITUD DE ACCESO A INFORMACIÓN PUBLICA FORMULADA POR MAXIMO GOMEZ VILLAFAÑE ( N° 162.651/07),Oficina Anticorrupción,,,
EXP-S04:0004149/2015,2015-01-21,Oficina Anticorrupción,Masculino, DECRETO 1172/03 - SOLICITUD DE ACCESO A INFORMACIÓN PUBLICA FORMULADA POR MAXIMO GOMEZ VILLAFAÑE ( N° 163.667/08),Oficina Anticorrupción,,,
EXP-S04:0004131/2015,2015-01-21,Oficina Anticorrupción,Masculino,DECRETO 1172/03 - SOLICITUD DE ACCESO A INFORMACIÓN PUBLICA FORMULADA POR MAXIMO GOMEZ VILLAFAÑE ( N° 178.930/09),Oficina Anticorrupción,,,
EXP-S04:0066098/2015,2015-11-26,Dirección de despacho - Mesas de Entradas e Información al Público,Femenino,"DECRETO N°1172/03, RELACIONADO CON LAS UNIDDES PENITENCIARIAS FEDERALES - EN EL MARCO DEL DECRETO N°1172/03 DE ACCESO A LA INFORMACIÓN PUBLICA, SOLICITA: EL MONTO DE DINERO QUE SE HA DESTINADO EL ESTADO DESDE EL AÑO 2012 HASTA EL PRESENTE, RESPECTO DEL Servicio Penitenciario Federal DISTRIBUIDO EN LAS DIVERSAS UNIDADES, ESPECIFICAMENTE DE CAPITAL FEDERAL.=",srpjyap@minjus,,,
EX2016-01071363-APN-DDMIP#MJ,2016-08-31,"DIRECCION DE DESPACHO, MESA DE ENTRADAS E INFORMACION AL PUBLICO",Masculino,"SOLICITA INFORMACION SI A LA EMPRESA ""COOKERY S.A."" LE HAYA SIDO ADJUDICADA ALGUNA LICITACION, COMPRA DIRECTA U ORDEN DE COMPRA DESDE EL 2010 A LA FECHA.",DIRECCION GENERAL DE ADMINISTRACION,"Tengo el agrado de dirigirme a Usted, en el marco del expediente de referencia, por medio del cual se tramita un pedido de acceso a la información pública, en virtud de Decreto Nº 1172/03, relacionado con la empresa “COOKERY S.A”. Al respecto, y de acuerd",LUIS CARLOS MOSQUERA - ENLACE TITULAR RESPONSABLE DE ACCESO A LA INFORMACION,2016-10-24
EX-2016-01071315-APN-DDMIP#MJ,2016-08-31,"DIRECCION DE DESPACHO, MESA DE ENTRADAS E INFORMACION AL PUBLICO",,"SOLICITA  INFORMACION SI LE EMPRESA ""HILANDERIA ALDEANA S.A."" HA TENIDO ALGUNA/S ORDENES DE COMPRA DESDE EL 2009 A LA FECHA",DIRECCION GENERAL DE ADMINISTRACION,"Tengo el agrado de dirigirme a Usted, en el marco del expediente de referencia, por medio del cual se tramita un pedido de acceso a la información pública, en virtud de Decreto Nº 1172/03, relacionado con la empresa “HILANDERIA ALDEANA S.A”. Al respecto, ",LUIS CARLOS MOSQUERA - ENLACE TITULAR RESPONSABLE DE ACCESO A LA INFORMACION,2016-10-24
EX-2016-01162202-APN-DDMIP#MJ,2016-09-05,"DIRECCION DE DESPACHO, MESA DE ENTRADAS E INFORMACION AL PUBLICO",Femenino,"SOLICITA COPIA DE LOS SIGUIENTES TRAMITE DE LA IGJ:7384044/1807362 (INVERLIFE SA), 7372191, 7498611, 7471283, 7369761, 736953, 7369752, 7369750 Y 7369747 (INVERNEPA).",INSPECCION GENERAL DE JUSTICIA,"Conforme lo solicitado por actuación N° 7637235, correspondiente a ""INVERLIFE S.A., INVERNEPA S.A."" se informa lo siguiente: Se adjunta copia del trámite N° 7384044 contables de la sociedad INVERLIFE S.A. (1087362). Con respecto a INVERNEPA S.A. (1081891)",MARIA CECILIA  O' LEARY - COORDINADORA- IGJ,2016-10-24
EX-2017-6531183-APN-OA#MJ,2017-04-17,OFICINA ANTICORRUPCION,Femenino,SOLICITA SE LE INFORME TODA ACTUACION EMANADA DE LA OA TENDIENTE A IMPLEMENTAR CONVENCIONES ANTICORRUPCION EN MENDOZA,OFICINA ANTICORRUPCION,Respuesta a la solicitud mediante NO-2017-08015127-APN-OA#MJ,MORA KANTOR- Directora de Planificación de Políticas de Transparencia,2017-05-04
EX-2017-06682758-APN-DDMIP#MJ,2017-04-18,"DIRECCION DE DESPACHO, MESA DE ENTRADAS E INFORMACION AL PUBLICO",Femenino,SOLICITA INFORMACION RELACIONADA CON LA EMPRESA CONSTRUCTORA NORBERTO ODEBRECHT SA SOC EXTRANJERA Y/O ODEBRECHT ARGENTINA SA,INSPECCION GENERAL DE JUSTICIA,Mediante nota de IGJ se remite informe elaborado por la Oficina de Entidades Extranjeras y Asuntos Especiales,Inspección General de Justicia,2017-05-23
EX-2017-8027738-APN-DDMIP#MJ,2017-05-04,CARATULADO ERRONEAMENTE,,,,,,
EX-2017-08027745-APN-DDMIP#MJ,2017-05-04,"DIRECCION DE DESPACHO, MESA DE ENTRADAS E INFORMACION AL PUBLICO",Femenino,SOLICITA INFORMACION RELACIONADA CON LA EMPRESA CONSTRUCTORA NORBERTO ODEBRECHT SA Y/O ODEBRECHT ARGENTINA SA,JEFATURA DE GABINETE DE ASESORES DEL SR. MINISTRO,Se responde mediante NO-2017-11497308-APN-MJ,MARTIN CASARES - Jefe de Gabinete de Asesores,2017-06-12
EX-2017-08270922-APN-DDMIP#MJ,2017-05-05,"DIRECCION DE DESPACHO, MESA DE ENTRADAS E INFORMACION AL PUBLICO",Masculino,INFORMACION SOBRE SI EXISTE ORDEN ESCRITA DE INVESTIGACION DE INTELIGENCIA DE DEPENDENCIAS DEL PEN HACIA ORGANIZACIONES DE DDHH EN DEPENDENCIAS PENITENCIARIAS,SUBSECRETARIA DE RELACIONES CON EL PODER JUDICIAL Y ASUNTOS PENITENCIARIOS,Mediante IF-2017-09484550-APN-SSRPJYAP#MJ se remitió Nota SsRPJyAP N° 824/17,Juan Bautista MAHIQUES- Subsecretario de Relaciones con el Poder Judicial y Asuntos Penitenciarios,2017-05-18
EX-2017-08383963-APN-DDMIP#MJ,2017-05-09,"DIRECCION DE DESPACHO, MESA DE ENTRADAS E INFORMACION AL PUBLICO",Masculino,SOLICITA INFORMACION SOBRE PARTIDA PRESUPUESTARIA DEL SPF Y COMPRA Y DISTRIBUCIÓN DE LOS ALIMIENTOS EN LA U,SUBSECRETARIA DE RELACIONES CON EL PODER JUDICIAL Y ASUNTOS PENITENCIARIOS,Mediante IF-2017-11179410-APN-DC#SPF e IF-2017-11605962-APN-DP#SPF se remite informe elaborado por la DIRECCION NACIONAL DEL SERVICIO PENITENCIARIO FEDERAL,Juan Bautista MAHIQUES- Subsecretario de Relaciones con el Poder Judicial y Asuntos Penitenciarios,2017-06-21
EX-2017-09037701-APN-DNTEID#MM,2017-05-17,"DIRECCION DE DESPACHO, MESA DE ENTRADAS E INFORMACION AL PUBLICO",Masculino,SOLICITA INFORMACION SOBRE PRESUPUESTO DEL INADI EN LA FERIA DEL LIBRO,INADI,Mediante IF-2017-10825472-APN-INADI#MJ se remite informe elaborado por el INADI,LUIS CARLOS MOSQUERA - ENLACE TITULAR RESPONSABLE DE ACCESO A LA INFORMACION,2017-06-08
EX-2017-09094685-APN-DDMIP#MJ,2017-05-17,"DIRECCION DE DESPACHO, MESA DE ENTRADAS E INFORMACION AL PUBLICO",Masculino,"SOLICITA INFORMACION SOBRE POLITICAS Y SU DESARROLLO, DE DERECHOS HUMANOS Y PLURALISMO CULTURAL",SECRETARIA DE DERECHOS HUMANOS Y PLURALISMO CULTURAL,Mediante IF-2017-13811045-APN-DNPEI#MJ se remite informe elaborado por la Dirección Nacional de Pluralismo e Interculturalidad,Dirección Nacional de Pluralismo e Interculturalidad,2017-07-07
EX-2017-10146179-APN-OA#MJ,2017-05-29,MESA DE ENTRADAS- OFICINA ANTICORRUPCION,Masculino,SOLICITA INFORMACION RESPECTO DEL TOTAL DE INVERSIONES QUE COMPONEN EL FIDEICOMISO DEL PRESIDENTE DE LA NACION SISA 13351 NE: 1977/17,OFICINA ANTICORRUPCION,"Tengo el agrado de dirigirme a usted, en mi carácter de Secretaria de Ética Pública, Transparencia y Lucha contra la Corrupción de la Oficina Anticorrupciòn, con relación a su solicitud de acceso a la información pública (Decreto 1172/03 – Anexo VII) reci","LAURA ALONSO - SECRETARIA DE ETICA PUBLICA, TRANSPARENCIA Y LUCHA CONTRA LA CORRUPCION-",2017-06-16
EX-2017-10733084-APN-DDMIP#MJ,2017-06-01,,,,,,,
EX-2017-10880121-APN-DCTA#PTN,2017-06-05,ABIERTO EN PROCURACION DEL TESORO CON EL OBJETO DE RESPONDER SOLICITUD QUE TRAMITO BAJO NRO EX-2017-08027745- -APN-DDMIP#MJ,,,,,,
EX-2017-11589822-APN-OA#MJ,2017-06-13,OFICINA ANTICORRUPCION,,"SOLICITA INFORMACION SOBRE LOS EXPEDIENTES QUE TRAMITAN EN OA RELAC CON CONFLICTO DE INTERES, DETALLE DE LOS FUNCIONARIOS INVESTIGADOS ACTUALMENTE Y MOTIVO DE CADA EXPEDIENTE",OFICINA ANTICORRUPCION,Mediante NO-2017-13879446-APN-OA#MJ remite el Listado y detalle de los expedientes por conflicto de interés que está analizando la O A. El detalle de los funcionarios actualmente investigados y el motivo de cada uno de los expedientes,MORA KANTOR- Directora de Planificación de Políticas de Transparencia,2017-07-10
EX-2017-11593157-APN-JGM,2017-06-13,JEFATURA DE GABINETE DE MINISTROS,Femenino,SOLICITA INFORMACION SOBRE CAPACITACION A LA APN EN IGUALDAD DE GENERO Y PREVENCION DE VIOLENCIA DE GENERO,PROGRAMA LAS VICTIMAS CONTRA LAS VIOLENCIAS,Mediante IF-2017-16539535-APN-DDMIP#MJ se remite informe elaborado por la Coordinación del Programa las Víctimas contra las Violencias,LUIS CARLOS MOSQUERA - ENLACE TITULAR RESPONSABLE DE ACCESO A LA INFORMACION,2017-08-04
EX-2017-22619345-APN-DDMIP#MJ,2017-09-29,Mesa General de Entradas,Masculino,"SOLICITA INFORMACION RELACIONADA CON LA CONTRATACION DE TRANSPORTE AEREO, INTERNO E INTERNACIONAL, PARA VIAJES PROTOCOLARES E INSTITUCIONALES DESDE EL 01/01/2017 A LA FECHA DE LA PRESENTACION.-.",SUBSECRETARIA DE COORDINACION," NO-2017-28026085-DDMIP#MJ Señor Director Ejecutivo de la Fundación Poder Ciudadano Tengo el agrado de dirigirme a usted en mi carácter de Enlace Suplente y Responsable de Acceso a la Información Pública, por indicación de la señora Subsecretaria de Coord",SILVIA PARENTI - ENLACE SUPLENTE DE ACCESO A LA INFORMACION-,2017-11-13
EX-2017-23213973-APN-DDMIP#MJ,2017-10-05,Mesa General de Entradas,Femenino,"SOLICITA:FOTOCOPIAS DEL EX-2017-110332368-APN-DCYSS#MJ, POSTERIORES AL 30/VIII/17 Y COPIAS DE DOCUMENTAC.REFERIDA AL ""PROYECTO CHUPAT",JEFATURA GABINETE ASESORES DEL MINISTRO,MEDIANTE CORREO ELECTRONICO SE REMITE LA PV-2017-25475373-APN-DDMIP#MJ,LUIS CARLOS MOSQUERA - ENLACE TITULAR RESPONSABLE DE ACCESO A LA INFORMACION,2017-10-24
EX-2017-23269484-APN-DDMIP#MJ,2017-10-05,Mesa General de Entradas,Femenino,SOLICITA INFORMACION REFERIDA A LA ACTUACION DE LA UNIDAD DE INVESTIGACION DEL ATENTADO A LA SEDE AMIA. PERSONAL DE LA UNIDAD Y ACTUACION.,JEFATURA DE GABINETE DE ASESORES DEL SR. MINISTRO,SE RESPONDE MEDIANTE IF-2017-25806987-APN-MJ,DR. MARTIN CASARES - JEFE DE GABINETE DE ASESORES DEL SR. MINISTRO,2017-10-27
EX-2017-23472701-APN-DDMIP#MJ,2017-10-09,CORREO ELECTRONICO REMITIDO A PVD DE LA SDDHH,Femenino,"solicita información referida a la nómina de fallecidos y heridos por el atentado a la Superintendencia de Seguridad Federal producido el 2 de Julio de 1976. Asimismo, la Dra. García también peticiona tener acceso a fotografías de los policías federales muertos, tener acceso al sumario administrativo correspondiente. A su vez, propone a las autoridades nacionales y provinciales que un teatro, centro cultural deportivo, y otras edificaciones que menciona, lleve el nombre de una de las personas que murieron durante el hecho acaecido.",SECRETARIA DE DERECHOS HUMANOS Y PLURALISMO CULTURAL,"Tengo el agrado de dirigirme a Ud. en mi carácter de Secretario de Derechos Humanos y Pluralismo Cultural del Ministerio de Justicia y Derechos Humanos, en relación a su solicitud de acceso a información relativa a la nómina de fallecidos y heridos por el",DR. CLAUDIO AVRUJ - SECRETARIO DE DDHH y PC,2017-10-23
EX-2017-23893657-APN-DDMEAPYA#MRE,2017-10-11,MESA DE ENTRADAS DEL MINISTERIO DE RELACIONES EXTERIORES Y CULTO,Masculino,SOLICITA INFORMACION RELACIONADA CON EL PLAN NACIONAL DE EMPRESAS Y DERECHOS HUMANOS,DIRECCION NACIONAL DE PROTECCION DE DERECHOS Y RESOLUCION DE CONFLICTOS,MEDIANTE NO-2017-25926231-APN-DDMIP#MJ DE REMITE EL IF-2017-24899064-APN-DNPDYRC#MJ,SILVIA PARENTI - ENLACE SUPLENTE DE ACCESO A LA INFORMACION-,2017-10-30
EX-2017-24168606-APN-INADI#MJ,2017-10-13,SE SOLICITA GUARDA TEMPORAL DEL EXPEDIENTE AL HABER SIDO CARATULADO ERRONEAMENTE.,,,,,,
EX-2017-25152630-APN-DMENYD#MI,2017-10-24,"TAD - DIRECCION DEMESA DE ENTRADAS, NOTIFICACIONES Y DESPACHO DEL MINISTERIO DEL INTERIOR",Masculino,SOLICITA INFORMACION SOBRE CONVENIOS FIRMADOS ENTRE EL MINISTERIO DE JUSTICIA Y LA OFICINA DE INTERCEPTACION DE COMUNICACIONES DE LA CORTE SUPREMA DE JUSTICIA DE LA NACION,JEFATURA GABINETE ASESORES DEL MINISTRO,MEDIANTE NO-2017-27034488-APN-DDMIP#MJ SE ADJUNTA COPIA DEL CONVENIO CONVE-2017-06285685-APN-DDMIP#MJ,SILVIA PARENTI - ENLACE SUPLENTE DE ACCESO A LA INFORMACION-,2017-11-06
EX-2017-25153920-APN-DMENYD#MI,2017-10-24,"TAD - DIRECCION DE MESA DE ENTRADAS, NOTIFICACIONES Y DESPACHO DEL MINISTERIO DEL INTERIOR",Masculino,SOLICITA INFORMACION SOBRE CONVENIOS FIRMADOS ENTRE LA INSPECCION GENERAL DE JUSTICIA Y LA OFICINA DE INTERCEPTACION DE COMUNICACIONES DE LA CORTE SUPREMA DE JUSTICIA DE LA NACION,INSPECCION GENERAL DE JUSTICIA,MEDIANTE NO-2017-28214411-APN-DDMIP#MJ REMITE INFORME DE LA IGJ IF-2017-27996579-APN-DA#IGJ,SILVIA PARENTI - ENLACE SUPLENTE DE ACCESO A LA INFORMACION-,2017-11-14
EX-2017-25261663-APN-DMENYD#MI,2017-10-24,"TAD - DIRECCION DE MESA DE ENTRADAS, NOTIFICACIONES Y DESPACHO DEL MINISTERIO DEL INTERIOR",Femenino,SOLICITA INFORMACION RELACIONADA CON LAS DENUNCIAS MAS FRECUENTES EN CONTRA DE AEROLINEAS ARGENTINAS QUE RECIBE LA OFICINA DE DERECHO DEL CONSUMIDOR,DEPARTAMENTO DE MESA DE ENTRADAS E INFORMACION AL PUBLICO,MEDIANTE NO-2017-25609960-APN-DDMIP#MJ SE LE INFORMA QUE EL TEMA PLANTEADO ES DE COMPETENCIA DEL MINISTERIO DE PRODUCCION Y QUE SE DIO TRASLADO A FIN DE SU TRATAMIENTO EN LA DIRECCION NACIONAL DE DEFENSA DEL COSUMIDOR,LUIS CARLOS MOSQUERA - ENLACE TITULAR RESPONSABLE DE ACCESO A LA INFORMACION,
EX-2017-25870542-APN-DMENYD#MI,2017-10-29,"TAD - DIRECCION DE MESA DE ENTRADAS, NOTIFICACIONES Y DESPACHO DEL MINISTERIO DEL INTERIOR",Femenino,SOLICITA INFORMACION SOBRE EL CUERPO DE ABOGADOS DEL ESTADO,JEFATURA GABINETE ASESORES DEL MINISTRO,MEDIANTE IF-2017-26495360-DDMIP#MJ SE COMUNICA LA PV-2017-26385528-APN-DGJ#MJ DE RESPUESTA.,SILVIA PARENTI - ENLACE SUPLENTE DE ACCESO A LA INFORMACION-,2017-11-02
EX-2018-30021554-APN-DNAIP#AAIP,2018-06-22,TAD- Dirección Nacional de Acceso a la Información Pública,Masculino,"Solicito se me haga entrega de la totalidad de la información que posea el Ministerio de Justicia de la Nación respecto de las presentaciones/denuncias/informes etc. efectuados por mi persona tanto ante la Dirección Nacional de Prácticas contral la Violencia Institucional, PRONALCI, como ante la Secretaría de Derechos Humanos, sobre el trámite que se le ha dado a cada una de mis presentaciones, informes que se hayan elaborado, resoluciones dictadas, si se han remitido a otras áreas del ministerio o a algún otro organo de la Administración Pública Nacional, indicando fecha, motivo y trámite que se le ha dado en cada uno, si han recibido pedidos de informes de parte de la Comisión Interamericana de Derechos Humanos, en su caso copia del pedido y de la respuesta a los mismos, si se han pedido informes al Poder Judicial de la Nación o de la Pcia. de Buenos Aires, en su caso informe qué se ha solicitado, a quién y respuesta obtenida. Todo lo reativo al EXP 2018-7572135-APN- DDMYA#SGP. Cualquier otra información que obre en poder de este Ministerio relacionada con mi persona y/o mis hijos.",,Se respondio a través de TAD mediante NO-2018-34085091-APN-DGDYD#MJ el IF-2018-17189630-APN-DNPVI#MJ producido por la DIRECCION NACIONAL DE POLITICAS CONTRA LA VIOLENCIA INSTITUCIONAL,Silvia Esther Barneda - Directora - Dirección de Gestión Documental y Despacho,2018-07-17
EX-2018-30031221-APN-DGDYD#MJ,2018-06-22,Dirección de Gestión Documental y Despacho  - DGDYD#MJ,Masculino,"Solicita información sobre los expedientes de las 24.043, 24.411 , 25.914 y 26.564 resueltos desde el 10 de diciembre de 2015 de manera favorable o rechazados.",,Se notifico via TAD la NO-2018-33823987-APN-DGDYD#MJ con el IF-2018-3375643--APN-DGPR#MJ producido por la DIRECCION DE POLITICAS REPARATORIAS y la NO-2018-30930348-APN-DGA#MJ de la DIRECCION GENERAL DE ADMINISTRACION,Silvia Esther Barneda - Directora - Dirección de Gestión Documental y Despacho,2018-07-16
